text
"A section of a parallel geometry with high frequency, low amplitude and high noise."
"Low amplitude, high frequency and high noise 2D section exhibiting concordant seismic layering."
"Subsurface model presenting a tabular reflection pattern presenting high frequency, high noise and low amplitude."
A high frequency and low amplitude seismic section featuring an undefined seismic structure.
A subsurface model of an undefined seismic structure presenting low amplitude and high frequency.
A seismic model exhibiting internal structuraly disturbed reflexions with high frequency and low amplitude.
A 2D seismic model of a chaotic pattern with high frequency and low amplitude.
Seismic section featuring internal structuraly disturbed reflexions with low amplitude and high frequency.
"Seismic model presenting an horizontally layered sequence of high frequency, high noise and low amplitude."
"A high frequency, high noise and low amplitude seismic image presenting a parallel-laminated unit."
"Subsurface model exhibiting an horizontally layered sequence presenting high noise, high frequency and low amplitude."
"2D subsurface model presenting a parallel-laminated unit presenting low amplitude, high noise and high frequency."
High frequency and low amplitude 2D seismic model exhibiting a chaotic pattern.
Seismic model characterized by an undefined seismic structure with high frequency and low amplitude.
A 2D section characterized by undefined internal geometry with low amplitude and high frequency.
A 2D subsurface model containing an undefined seismic structure presenting high frequency and low amplitude.
"A 2D subsurface model featuring a parallel geometry of high noise, high frequency and low amplitude."
"2D seismic model characterized by a parallel-laminated unit presenting high noise, low amplitude and high frequency."
"A high noise, high frequency and low amplitude slice of an horizontally layered sequence."
"Seismic model containing a parallel-bedded strata with low amplitude, high noise and high frequency."
"A slice characterized by an uniform layering pattern of high frequency, low amplitude and high noise."
"Seismic model containing a parallel geometry presenting high noise, low amplitude and high frequency."
"A seismic model containing continuous horizontal reflections with high noise, high frequency and low amplitude."
2D section characterized by divergent foreset reflections presenting.
2D seismic model presenting differentially dipping reflectors of.
Slice characterized by thickening wedge pattern presenting.
A seismic section presenting diverging seismic pattern with.
Seismic section characterized by differentially dipping reflectors with.
"A seismic image presenting a sigmoid with high frequency, low amplitude and low noise."
"A low amplitude, low noise and high frequency seismic section with forward-prograding geometry."
Section presenting an undefined seismic structure presenting low amplitude and high frequency.
A high frequency and low amplitude seismic section exhibiting an undefined seismic structure.
A section presenting a chaotic pattern presenting high frequency and low amplitude.
Seismic image characterized by an undefined seismic structure of high frequency and low amplitude.
A subsurface representation with chaotic internal geometry of high frequency and low amplitude.
A seismic model containing undefined internal geometry of high frequency and low amplitude.
A high frequency and low amplitude subsurface model presenting internal structuraly disturbed reflexions.
2D seismic model with a chaotic pattern of low amplitude and high frequency.
Section featuring internal structuraly disturbed reflexions presenting high frequency and low amplitude.
Slice featuring a chaotic pattern with low amplitude and high frequency.
A seismic image with undefined internal geometry presenting high frequency and low amplitude.
"A 2D subsurface model characterized by a parallel geometry with high noise, high frequency and low amplitude."
"Low amplitude, high noise and high frequency 2D section presenting a parallel-laminated unit."
"Slice of concordant seismic layering with high noise, high frequency and low amplitude."
"2D subsurface model featuring a parallel-laminated unit presenting low amplitude, high frequency and high noise."
"A 2D seismic model exhibiting a planar geometry with high noise, high frequency and low amplitude."
"2D subsurface model characterized by an horizontally layered sequence presenting high frequency, low amplitude and high noise."
"Seismic image exhibiting a parallel-bedded strata presenting high noise, high frequency and low amplitude."
"High frequency, low amplitude and high noise 2D seismic model exhibiting laterally uniform bedding."
"A subsurface model containing a parallel-bedded strata with low amplitude, high frequency and high noise."
"2D subsurface model with a parallel-laminated unit of low amplitude, high frequency and high noise."
"A 2D seismic model exhibiting a parallel-laminated unit of low amplitude, high noise and high frequency."
"A seismic model presenting a planar geometry with low amplitude, high noise and high frequency."
"Seismic model presenting concordant seismic layering presenting high noise, low amplitude and high frequency."
A subsurface representation characterized by an undefined seismic structure of low amplitude and high frequency.
Slice exhibiting undefined internal geometry of high frequency and low amplitude.
A seismic model presenting a chaotic pattern presenting high frequency and low amplitude.
A seismic image presenting undefined internal geometry with low amplitude and high frequency.
A 2D seismic model exhibiting chaotic internal geometry of low amplitude and high frequency.
Subsurface representation with a chaotic pattern of low amplitude and high frequency.
"A seismic image exhibiting a clinoform of low noise, high frequency and low amplitude."
"A seismic section of progradational geometry presenting high frequency, low amplitude and low noise."
"Seismic image characterized by forward-prograding geometry with low noise, low amplitude and high frequency."
"A 2D seismic model presenting progradational geometry presenting low noise, high frequency and low amplitude."
"A seismic model containing a parallel-bedded strata of high frequency, low amplitude and high noise."
"High noise, high frequency and low amplitude section of concordant seismic layering."
Seismic image featuring chaotic reflections of low amplitude and high frequency.
A seismic image containing an undefined seismic structure of high frequency and low amplitude.
A 2D subsurface model presenting a chaotic pattern with low amplitude and high frequency.
A 2D seismic model exhibiting a chaotic pattern of low amplitude and high frequency.
2D seismic model exhibiting an undefined seismic structure presenting high frequency and low amplitude.
A seismic image with undefined internal geometry with high frequency and low amplitude.
"Seismic section presenting a sigmoid presenting high frequency, low noise and low amplitude."
"Subsurface model featuring a sigmoid presenting low amplitude, low noise and high frequency."
"Subsurface model of a sigmoid with high frequency, low amplitude and low noise."
"A seismic section characterized by a clinoform of high frequency, low noise and low amplitude."
"2D section containing forward-prograding geometry with high frequency, low amplitude and low noise."
"Seismic model with a sigmoidal clinoform set with high frequency, low amplitude and low noise."
"A low noise, low amplitude and high frequency seismic model exhibiting forward-prograding geometry."
Seismic model featuring differentially dipping reflectors presenting.
Slice characterized by a spreading stratigraphic unit.
A slice presenting thickening wedge pattern of.
Slice presenting flaring reflection geometry of.
Seismic image featuring a fanning reflection geometry.
Subsurface representation exhibiting an undefined seismic structure presenting low amplitude and high frequency.
A seismic image featuring undefined internal geometry presenting high frequency and low amplitude.
2D seismic model with flaring reflection geometry with.
A section containing differentially dipping reflectors presenting.
A 2D subsurface model featuring a spreading stratigraphic unit with.
Seismic model exhibiting a divergent bedform geometry.
A subsurface representation featuring a fanning reflection geometry presenting.
A 2D section featuring divergent foreset reflections of.
A 2D seismic model featuring a spreading stratigraphic unit presenting.
2D seismic model containing undefined internal geometry with high frequency and low amplitude.
Section featuring chaotic internal geometry of high frequency and low amplitude.
A 2D seismic model with divergent foreset reflections with.
Slice containing diverging seismic pattern of.
A seismic model presenting flaring reflection geometry with.
A subsurface model presenting a spreading stratigraphic unit.
A slice presenting diverging seismic pattern.
"A seismic section with a parallel-laminated unit of high noise, low amplitude and high frequency."
"A low amplitude, high noise and high frequency 2D subsurface model presenting laterally uniform bedding."
"A subsurface model containing a tabular reflection pattern presenting high noise, low amplitude and high frequency."
"High frequency, high noise and low amplitude subsurface model exhibiting concordant seismic layering."
"Low amplitude, high noise and high frequency section with laterally uniform bedding."
"A seismic section characterized by progradational geometry with high frequency, low noise and low amplitude."
"Seismic image with an oblique clinoform pattern with low amplitude, high frequency and low noise."
"Low noise, low amplitude and high frequency seismic image with a clinoform."
"A subsurface representation featuring progradational geometry presenting low amplitude, low noise and high frequency."
"2D section exhibiting continuous horizontal reflections with low amplitude, high noise and high frequency."
"A subsurface model with laterally uniform bedding of high frequency, low amplitude and high noise."
"A subsurface representation characterized by a tabular reflection pattern presenting high frequency, low amplitude and high noise."
"Seismic image presenting a parallel-bedded strata presenting low amplitude, high frequency and high noise."
"A 2D section characterized by concordant seismic layering presenting high frequency, high noise and low amplitude."
"A high frequency, high noise and low amplitude subsurface representation featuring an uniform layering pattern."
"Seismic image featuring a parallel-laminated unit presenting high frequency, low amplitude and high noise."
"A seismic model of progradational geometry of high frequency, low noise and low amplitude."
"Seismic image of an oblique clinoform pattern of high frequency, low noise and low amplitude."
"2D subsurface model exhibiting a sigmoid with low noise, low amplitude and high frequency."
"A slice characterized by an oblique clinoform pattern with low noise, low amplitude and high frequency."
"A low amplitude, high frequency and low noise slice with a sigmoidal clinoform set."
"Slice with a sigmoidal clinoform set of high frequency, low amplitude and low noise."
"A subsurface representation exhibiting forward-prograding geometry of low noise, low amplitude and high frequency."
"A seismic section of a tabular reflection pattern with high frequency, high noise and low amplitude."
"2D seismic model exhibiting a parallel geometry with low amplitude, high noise and high frequency."
"2D section of a parallel-laminated unit of high noise, low amplitude and high frequency."
"A section featuring an horizontally layered sequence of low amplitude, high noise and high frequency."
"Low amplitude, high noise and high frequency subsurface representation characterized by continuous horizontal reflections."
"A high noise, high frequency and low amplitude subsurface model with laterally uniform bedding."
"A low amplitude, high frequency and high noise seismic section characterized by an horizontally layered sequence."
"A 2D section presenting a sigmoidal clinoform set of low amplitude, high frequency and low noise."
"A slice characterized by a clinoform presenting low amplitude, low noise and high frequency."
"A seismic model of forward-prograding geometry with low amplitude, high frequency and low noise."
"Slice characterized by forward-prograding geometry with high frequency, low amplitude and low noise."
"Section presenting a clinoform with low noise, low amplitude and high frequency."
"Slice with forward-prograding geometry with low noise, high frequency and low amplitude."
Seismic section featuring divergent foreset reflections presenting.
Subsurface model exhibiting a divergent bedform geometry of.
"A high frequency, low noise and low amplitude section presenting a sigmoid."
"Subsurface representation presenting a sigmoidal clinoform set presenting low noise, high frequency and low amplitude."
"A subsurface representation presenting a clinoform of low amplitude, low noise and high frequency."
"2D seismic model characterized by progradational geometry presenting low noise, high frequency and low amplitude."
"A seismic image featuring progradational geometry of high frequency, low amplitude and low noise."
"2D section featuring an uniform layering pattern with high noise, low amplitude and high frequency."
"Subsurface representation of an horizontally layered sequence of low amplitude, high frequency and high noise."
"Subsurface representation featuring forward-prograding geometry with low amplitude, high frequency and low noise."
"2D seismic model containing a sigmoid with low amplitude, low noise and high frequency."
"2D seismic model presenting progradational geometry of low noise, low amplitude and high frequency."
"Subsurface representation featuring a sigmoid of high frequency, low noise and low amplitude."
"A 2D seismic model featuring an oblique clinoform pattern with low amplitude, low noise and high frequency."
"A 2D seismic model containing progradational geometry of low amplitude, low noise and high frequency."
"Seismic image with a sigmoid of high frequency, low amplitude and low noise."
"Low amplitude, low noise and high frequency subsurface model presenting an oblique clinoform pattern."
"2D section with progradational geometry presenting low amplitude, high frequency and low noise."
A seismic section of a divergent bedform geometry.
Subsurface model characterized by thickening wedge pattern presenting.
A section containing diverging seismic pattern presenting.
A seismic image characterized by a divergent bedform geometry.
2D section featuring flaring reflection geometry of.
Section exhibiting a divergent bedform geometry.
A seismic model with divergent foreset reflections with.
A 2D section characterized by differentially dipping reflectors with.
2D section characterized by thickening wedge pattern.
Seismic section featuring diverging seismic pattern with.
A seismic section with a spreading stratigraphic unit with.
A 2D section exhibiting divergent foreset reflections presenting.
2D subsurface model presenting a spreading stratigraphic unit presenting.
Slice exhibiting differentially dipping reflectors with.
A section with flaring reflection geometry presenting.
"Seismic image with a clinoform of low noise, high frequency and low amplitude."
"A high frequency, low amplitude and low noise subsurface representation of forward-prograding geometry."
"A low amplitude, low noise and high frequency subsurface model exhibiting a sigmoidal clinoform set."
"2D seismic model featuring a sigmoidal clinoform set of low noise, high frequency and low amplitude."
"Section presenting forward-prograding geometry of high frequency, low amplitude and low noise."
A slice presenting undefined internal geometry with high frequency and low amplitude.
A low amplitude and high frequency subsurface model of a chaotic pattern.
Seismic image of a chaotic pattern with low amplitude and high frequency.
Seismic image featuring internal structuraly disturbed reflexions with high frequency and low amplitude.
Subsurface representation containing an undefined seismic structure with high frequency and low amplitude.
A low amplitude and high frequency seismic model exhibiting chaotic internal geometry.
"A slice of laterally uniform bedding presenting low amplitude, high frequency and high noise."
"A low amplitude, high frequency and high noise 2D seismic model with a parallel geometry."
"A low amplitude, low noise and high frequency 2D section presenting progradational geometry."
"A high frequency, low amplitude and low noise section exhibiting a sigmoid."
"A high frequency, high noise and low amplitude 2D section characterized by a parallel-laminated unit."
"A seismic image characterized by continuous horizontal reflections of high frequency, low amplitude and high noise."
"A slice featuring laterally uniform bedding presenting low amplitude, high noise and high frequency."
"High noise, low amplitude and high frequency seismic image featuring concordant seismic layering."
"A subsurface representation presenting a tabular reflection pattern with high frequency, high noise and low amplitude."
"2D subsurface model characterized by a parallel-bedded strata presenting high frequency, high noise and low amplitude."
"A subsurface representation of concordant seismic layering presenting low amplitude, high frequency and high noise."
"A high noise, low amplitude and high frequency seismic model containing an horizontally layered sequence."
"A high frequency, high noise and low amplitude 2D subsurface model exhibiting laterally uniform bedding."
A high frequency and low amplitude seismic model characterized by a chaotic pattern.
A low amplitude and high frequency seismic model exhibiting an undefined seismic structure.
A 2D subsurface model of chaotic internal geometry presenting high frequency and low amplitude.
"High frequency, low amplitude and low noise seismic model presenting flaring reflection geometry."
"Slice presenting differentially dipping reflectors presenting high frequency, low amplitude and low noise."
"Slice characterized by flaring reflection geometry presenting low amplitude, high frequency and low noise."
"A 2D section of a fanning reflection geometry with low noise, high frequency and low amplitude."
"A section with differentially dipping reflectors presenting low amplitude, high frequency and low noise."
Subsurface representation presenting a chaotic pattern with low amplitude and high frequency.
A seismic section characterized by an undefined seismic structure with low amplitude and high frequency.
Subsurface representation presenting an undefined seismic structure with low amplitude and high frequency.
2D subsurface model of internal structuraly disturbed reflexions of high frequency and low amplitude.
2D section containing internal structuraly disturbed reflexions presenting high frequency and low amplitude.
A 2D subsurface model containing internal structuraly disturbed reflexions of high frequency and low amplitude.
A slice of internal structuraly disturbed reflexions with high frequency and low amplitude.
"Low amplitude, high frequency and high noise slice presenting a parallel-bedded strata."
"A 2D section exhibiting a parallel-bedded strata of high frequency, high noise and low amplitude."
"2D section of a parallel-laminated unit presenting high noise, high frequency and low amplitude."
"Seismic image with an horizontally layered sequence of high noise, high frequency and low amplitude."
"A 2D subsurface model exhibiting concordant seismic layering presenting high noise, high frequency and low amplitude."
"2D section exhibiting laterally uniform bedding presenting high noise, high frequency and low amplitude."
"A slice containing a planar geometry presenting low amplitude, high frequency and high noise."
"A seismic model of a parallel-bedded strata of high noise, low amplitude and high frequency."
A subsurface model presenting divergent foreset reflections.
Seismic section characterized by thickening wedge pattern with.
Subsurface model with a spreading stratigraphic unit presenting.
A section featuring thickening wedge pattern of.
"Seismic image presenting an oblique clinoform pattern presenting high frequency, low amplitude and low noise."
"A high frequency, low noise and low amplitude subsurface model of forward-prograding geometry."
"2D section characterized by an oblique clinoform pattern of low noise, low amplitude and high frequency."
Slice of chaotic reflections with high frequency and low amplitude.
A seismic model characterized by undefined internal geometry with low amplitude and high frequency.
Low amplitude and high frequency seismic image featuring internal structuraly disturbed reflexions.
High frequency and low amplitude subsurface model containing chaotic internal geometry.
A high frequency and low amplitude 2D section with undefined internal geometry.
A subsurface representation presenting a chaotic pattern with high frequency and low amplitude.
A subsurface representation featuring undefined internal geometry with low amplitude and high frequency.
"Subsurface representation featuring concordant seismic layering with high frequency, low amplitude and high noise."
"A seismic model exhibiting an uniform layering pattern presenting high noise, low amplitude and high frequency."
"Low noise, high frequency and low amplitude section featuring a clinoform."
"2D section presenting an oblique clinoform pattern of low amplitude, low noise and high frequency."
"A 2D section presenting a sigmoidal clinoform set of low noise, high frequency and low amplitude."
"A low noise, low amplitude and high frequency seismic section presenting a clinoform."
"Seismic section with progradational geometry presenting low noise, high frequency and low amplitude."
"A seismic model containing a sigmoidal clinoform set with low noise, high frequency and low amplitude."
"A 2D seismic model featuring a sigmoid presenting high frequency, low amplitude and low noise."
"Slice characterized by a sigmoid with low amplitude, high frequency and low noise."
"A seismic model of an oblique clinoform pattern with high frequency, low amplitude and low noise."
Slice exhibiting divergent foreset reflections.
Seismic model featuring flaring reflection geometry of.
Slice characterized by a spreading stratigraphic unit.
2D section presenting divergent foreset reflections of.
2D subsurface model with differentially dipping reflectors.
"2D subsurface model containing progradational geometry presenting high frequency, low amplitude and low noise."
"A 2D section containing a clinoform with low amplitude, high frequency and low noise."
"A 2D section with an oblique clinoform pattern of low noise, high frequency and low amplitude."
"Seismic section with a clinoform with high frequency, low noise and low amplitude."
"2D section of forward-prograding geometry presenting low noise, high frequency and low amplitude."
"A subsurface model featuring a planar geometry with low amplitude, high noise and high frequency."
"Section exhibiting an uniform layering pattern of low amplitude, high frequency and high noise."
"2D subsurface model with concordant seismic layering presenting high noise, high frequency and low amplitude."
"A section containing a sigmoid with low amplitude, high frequency and low noise."
"A low amplitude, low noise and high frequency seismic model with an oblique clinoform pattern."
"A 2D subsurface model featuring a sigmoidal clinoform set with low noise, high frequency and low amplitude."
"Slice with a sigmoid presenting low noise, low amplitude and high frequency."
"A subsurface model presenting progradational geometry with high frequency, low noise and low amplitude."
"Low amplitude, low noise and high frequency subsurface representation characterized by a sigmoidal clinoform set."
"Low noise, high frequency and low amplitude seismic section exhibiting a sigmoidal clinoform set."
Subsurface representation of flaring reflection geometry presenting.
Seismic model of a divergent bedform geometry of.
Subsurface representation characterized by a divergent bedform geometry of.
Seismic image with a spreading stratigraphic unit.
A 2D subsurface model with flaring reflection geometry presenting.
"Section characterized by an uniform layering pattern presenting high noise, high frequency and low amplitude."
"Subsurface representation containing a parallel-laminated unit with high noise, low amplitude and high frequency."
"High frequency, high noise and low amplitude section containing a parallel geometry."
"2D section exhibiting an horizontally layered sequence presenting low amplitude, high frequency and high noise."
"A section containing a parallel-laminated unit presenting high noise, high frequency and low amplitude."
A subsurface model containing undefined internal geometry of low amplitude and high frequency.
Section with chaotic internal geometry with low amplitude and high frequency.
A seismic section presenting an undefined seismic structure presenting low amplitude and high frequency.
A section featuring chaotic reflections presenting high frequency and low amplitude.
A subsurface representation characterized by internal structuraly disturbed reflexions of low amplitude and high frequency.
A seismic model presenting an undefined seismic structure of high frequency and low amplitude.
A seismic image containing diverging seismic pattern with.
Seismic section characterized by a divergent bedform geometry of.
Subsurface representation featuring differentially dipping reflectors of.
Subsurface representation presenting divergent foreset reflections presenting.
Seismic model exhibiting a divergent bedform geometry presenting.
2D section featuring a spreading stratigraphic unit presenting.
Slice featuring differentially dipping reflectors of.
"A seismic model containing concordant seismic layering presenting high noise, high frequency and low amplitude."
"A 2D seismic model featuring a parallel-laminated unit with high noise, high frequency and low amplitude."
"Seismic model of a planar geometry of high noise, low amplitude and high frequency."
"Low amplitude, high frequency and high noise slice of an horizontally layered sequence."
"A high frequency, low noise and low amplitude subsurface representation exhibiting a clinoform."
"A 2D section of a sigmoid with high frequency, low noise and low amplitude."
"A section of progradational geometry of low noise, high frequency and low amplitude."
"Subsurface model exhibiting progradational geometry with high frequency, low amplitude and low noise."
"A section presenting forward-prograding geometry of high frequency, low noise and low amplitude."
"A section characterized by forward-prograding geometry presenting low amplitude, low noise and high frequency."
"A 2D subsurface model of an oblique clinoform pattern of high frequency, low amplitude and low noise."
"Slice characterized by an oblique clinoform pattern with low amplitude, high frequency and low noise."
"Seismic section with progradational geometry of low noise, low amplitude and high frequency."
"A subsurface representation of forward-prograding geometry with low amplitude, low noise and high frequency."
"A slice featuring progradational geometry presenting low amplitude, low noise and high frequency."
"2D section containing a sigmoidal clinoform set with low noise, low amplitude and high frequency."
"High frequency, low amplitude and low noise 2D section presenting a sigmoid."
"Section of an oblique clinoform pattern of low amplitude, low noise and high frequency."
"A subsurface model exhibiting a sigmoidal clinoform set of low amplitude, high frequency and low noise."
"2D section containing forward-prograding geometry with high frequency, low noise and low amplitude."
"A subsurface model exhibiting an horizontally layered sequence of high noise, low amplitude and high frequency."
"Section featuring an uniform layering pattern presenting high frequency, low amplitude and high noise."
"2D section containing a tabular reflection pattern presenting high frequency, high noise and low amplitude."
"A high noise, high frequency and low amplitude subsurface model containing an horizontally layered sequence."
"A 2D seismic model of a planar geometry presenting high frequency, high noise and low amplitude."
"A slice featuring a planar geometry presenting high noise, high frequency and low amplitude."
"A section containing continuous horizontal reflections presenting low amplitude, high noise and high frequency."
"A low amplitude, low noise and high frequency seismic image presenting forward-prograding geometry."
"Subsurface representation featuring an oblique clinoform pattern of high frequency, low amplitude and low noise."
"Subsurface representation of forward-prograding geometry with low amplitude, high frequency and low noise."
"Seismic image presenting a parallel-laminated unit with high noise, low amplitude and high frequency."
"A high frequency, high noise and low amplitude seismic section exhibiting a parallel geometry."
"2D section with continuous horizontal reflections with high noise, low amplitude and high frequency."
"A high frequency, high noise and low amplitude 2D subsurface model exhibiting laterally uniform bedding."
"A 2D seismic model presenting a tabular reflection pattern presenting high frequency, high noise and low amplitude."
"Subsurface representation containing a parallel-bedded strata presenting low amplitude, high frequency and high noise."
"Section featuring laterally uniform bedding with high frequency, high noise and low amplitude."
Seismic image featuring divergent foreset reflections.
Subsurface representation containing diverging seismic pattern with.
Subsurface model of differentially dipping reflectors.
A 2D seismic model with thickening wedge pattern of.
"Low noise, high frequency and low amplitude 2D seismic model featuring progradational geometry."
"A seismic image presenting forward-prograding geometry of low noise, low amplitude and high frequency."
"A low amplitude, low noise and high frequency 2D seismic model with a sigmoidal clinoform set."
"Low amplitude, high frequency and low noise seismic section presenting an oblique clinoform pattern."
Section exhibiting chaotic internal geometry presenting low amplitude and high frequency.
A seismic section containing undefined internal geometry of high frequency and low amplitude.
A subsurface representation presenting diverging seismic pattern of.
Seismic image characterized by divergent foreset reflections of.
A seismic model presenting a spreading stratigraphic unit.
A 2D seismic model containing a divergent bedform geometry.
A 2D seismic model presenting a fanning reflection geometry of.
A seismic section presenting a fanning reflection geometry.
A seismic section containing thickening wedge pattern presenting.
"A seismic section characterized by laterally uniform bedding with low amplitude, high frequency and high noise."
"High frequency, low amplitude and high noise subsurface representation exhibiting continuous horizontal reflections."
A slice characterized by a chaotic pattern presenting high frequency and low amplitude.
A slice presenting undefined internal geometry with high frequency and low amplitude.
A seismic section containing internal structuraly disturbed reflexions presenting high frequency and low amplitude.
2D subsurface model characterized by differentially dipping reflectors of.
A seismic image featuring flaring reflection geometry presenting.
A section characterized by divergent foreset reflections presenting.
A subsurface representation of a fanning reflection geometry with.
2D subsurface model with a divergent bedform geometry.
Seismic model with undefined internal geometry of high frequency and low amplitude.
Seismic model presenting internal structuraly disturbed reflexions presenting low amplitude and high frequency.
"A 2D section featuring a sigmoid of low noise, high frequency and low amplitude."
"2D subsurface model presenting a clinoform with low noise, high frequency and low amplitude."
"A high frequency, low noise and low amplitude slice exhibiting a clinoform."
"Slice containing differentially dipping reflectors presenting low amplitude, high frequency and low noise."
"Seismic section exhibiting differentially dipping reflectors of low noise, low amplitude and high frequency."
"Subsurface model featuring flaring reflection geometry with high frequency, low noise and low amplitude."
"A slice featuring divergent foreset reflections with low amplitude, high frequency and low noise."
"Section with a divergent bedform geometry of high frequency, low noise and low amplitude."
"A low amplitude, low noise and high frequency 2D seismic model presenting a fanning reflection geometry."
"2D section containing divergent foreset reflections with high frequency, low amplitude and low noise."
"A subsurface representation containing flaring reflection geometry presenting low noise, high frequency and low amplitude."
"Seismic image exhibiting a spreading stratigraphic unit presenting high frequency, low noise and low amplitude."
"Subsurface model characterized by differentially dipping reflectors with low amplitude, high frequency and low noise."
A low amplitude and high frequency slice containing chaotic internal geometry.
Seismic section exhibiting a chaotic pattern with high frequency and low amplitude.
A 2D subsurface model of a chaotic pattern of high frequency and low amplitude.
Subsurface model exhibiting a chaotic pattern presenting high frequency and low amplitude.
A 2D seismic model with chaotic internal geometry with low amplitude and high frequency.
High frequency and low amplitude 2D subsurface model with undefined internal geometry.
2D section of a chaotic pattern presenting high frequency and low amplitude.
"A 2D subsurface model presenting an oblique clinoform pattern of high frequency, low noise and low amplitude."
"A 2D section featuring a clinoform presenting low amplitude, low noise and high frequency."
"A low noise, high frequency and low amplitude subsurface representation characterized by a sigmoid."
"2D section containing progradational geometry presenting low noise, low amplitude and high frequency."
"A section featuring a sigmoidal clinoform set with high frequency, low amplitude and low noise."
A 2D section presenting a chaotic pattern with low amplitude and high frequency.
Slice exhibiting a chaotic pattern presenting low amplitude and high frequency.
High frequency and low amplitude 2D section featuring chaotic reflections.
"A seismic model exhibiting concordant seismic layering of high noise, high frequency and low amplitude."
"High noise, high frequency and low amplitude seismic section featuring a tabular reflection pattern."
"A subsurface representation presenting a parallel-laminated unit with high noise, low amplitude and high frequency."
"A section featuring a parallel-laminated unit of high noise, high frequency and low amplitude."
"A low amplitude, high frequency and high noise seismic image of a planar geometry."
"Slice with concordant seismic layering presenting high frequency, high noise and low amplitude."
"Low amplitude, high frequency and high noise 2D seismic model with a parallel geometry."
A section exhibiting a chaotic pattern with low amplitude and high frequency.
Seismic image with chaotic reflections presenting high frequency and low amplitude.
"2D subsurface model presenting progradational geometry presenting low amplitude, low noise and high frequency."
"Slice presenting an oblique clinoform pattern of high frequency, low amplitude and low noise."
"Seismic image containing a clinoform presenting high frequency, low noise and low amplitude."
"Low noise, high frequency and low amplitude 2D section with a sigmoid."
"2D seismic model presenting progradational geometry with high frequency, low amplitude and low noise."
"Section exhibiting an oblique clinoform pattern of low noise, low amplitude and high frequency."
"A high frequency, low noise and low amplitude 2D subsurface model characterized by progradational geometry."
"A low noise, low amplitude and high frequency 2D seismic model characterized by forward-prograding geometry."
"High frequency, low amplitude and low noise 2D seismic model presenting a clinoform."
"Slice presenting an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A subsurface model featuring progradational geometry presenting low noise, high frequency and low amplitude."
"Low noise, low amplitude and high frequency seismic model with progradational geometry."
"A seismic section of an oblique clinoform pattern of high frequency, low amplitude and low noise."
"Slice presenting forward-prograding geometry with high frequency, low noise and low amplitude."
"A seismic section characterized by a clinoform presenting low noise, high frequency and low amplitude."
"Seismic section with an oblique clinoform pattern presenting low amplitude, low noise and high frequency."
"Seismic section exhibiting an oblique clinoform pattern of low amplitude, high frequency and low noise."
A slice of an undefined seismic structure of high frequency and low amplitude.
Low amplitude and high frequency 2D section with chaotic internal geometry.
High frequency and low amplitude subsurface representation of undefined internal geometry.
Low amplitude and high frequency 2D subsurface model containing undefined internal geometry.
A high frequency and low amplitude 2D subsurface model with undefined internal geometry.
A subsurface representation featuring chaotic internal geometry of high frequency and low amplitude.
"A seismic image featuring a planar geometry presenting high frequency, high noise and low amplitude."
"A slice characterized by a parallel geometry presenting high frequency, low amplitude and high noise."
"Section exhibiting a planar geometry with low amplitude, high noise and high frequency."
"A 2D subsurface model exhibiting a planar geometry of high frequency, high noise and low amplitude."
"Section with a parallel geometry of high noise, high frequency and low amplitude."
"Seismic section of laterally uniform bedding of high noise, low amplitude and high frequency."
"2D seismic model with concordant seismic layering of high noise, high frequency and low amplitude."
"High frequency, high noise and low amplitude slice containing a parallel-bedded strata."
"A 2D subsurface model with continuous horizontal reflections of high frequency, low amplitude and high noise."
"Seismic model exhibiting continuous horizontal reflections presenting low amplitude, high frequency and high noise."
"2D subsurface model of concordant seismic layering presenting high frequency, low amplitude and high noise."
"2D section presenting laterally uniform bedding with low amplitude, high noise and high frequency."
"A high frequency, low amplitude and high noise subsurface representation containing continuous horizontal reflections."
"A subsurface model exhibiting a parallel geometry with low amplitude, high frequency and high noise."
"A high noise, low amplitude and high frequency seismic section of continuous horizontal reflections."
"A high frequency, low amplitude and high noise 2D seismic model exhibiting a parallel geometry."
Section of an undefined seismic structure of high frequency and low amplitude.
A subsurface model of chaotic reflections of low amplitude and high frequency.
A high frequency and low amplitude 2D section containing chaotic internal geometry.
High frequency and low amplitude section characterized by chaotic reflections.
"A low noise, high frequency and low amplitude 2D subsurface model characterized by a sigmoid."
"A subsurface representation exhibiting forward-prograding geometry presenting high frequency, low amplitude and low noise."
"Section presenting a sigmoid of low noise, low amplitude and high frequency."
"Low noise, high frequency and low amplitude seismic section containing a clinoform."
"Low noise, high frequency and low amplitude slice with a clinoform."
"A slice of progradational geometry with high frequency, low noise and low amplitude."
"A seismic image containing an oblique clinoform pattern of high frequency, low noise and low amplitude."
A seismic model presenting a spreading stratigraphic unit of.
A slice exhibiting thickening wedge pattern of.
Subsurface model containing flaring reflection geometry with.
2D section of differentially dipping reflectors.
"A 2D section with forward-prograding geometry with low noise, low amplitude and high frequency."
"A low amplitude, high frequency and low noise seismic section exhibiting an oblique clinoform pattern."
"A subsurface model exhibiting progradational geometry of low noise, low amplitude and high frequency."
"Low amplitude, high frequency and high noise seismic model featuring continuous horizontal reflections."
"High noise, low amplitude and high frequency subsurface representation featuring a tabular reflection pattern."
"2D seismic model of continuous horizontal reflections with high frequency, low amplitude and high noise."
